,I,P,S,B,K,A
81,0.36449902215383984,1.0681181743029555,1.0,0.7036191521491157,0.6002368139493902,-0.18822059114932
82,1.3077608281512692,-2.231382454030229,1.0,-2.539143282181498,0.6410294486819049,2.8448927893851836
83,2.157931873450442,6.5702963047917216,1.0,4.412364431341279,0.7728076609342184,-0.32757408910009445
84,-0.6459062481148511,4.044227674406331,1.0,5.690133922521182,0.6079657126431042,-2.760908557515314
85,0.8266729421540105,1.128180610555579,0.0,2.3015076684015683,0.5086896619743726,-1.130501353950148
86,0.9834204326367668,1.2203941263793854,1.0,0.23697369374261856,0.8927335452561187,1.0604920330560887
87,1.3293500355942676,1.28348244709997,1.0,0.9541324115057022,0.9686915166843981,1.2086289063749467
88,0.6266402718029023,0.39474627793639006,1.0,-0.23189399386651222,0.9139707867797171,1.3087177457623327
89,1.4944729425577123,8.01166559016385,0.0,6.517192647606137,0.6643527203063939,1.4611326295687417
90,-0.6751318697437116,-4.619745564647023,1.0,-3.9446136949033117,0.6548746548643203,2.633811151994939
91,0.7434990057318822,4.531991177623954,1.0,3.788492171892072,0.6177037320229386,2.5991023023556856
92,-0.01898660832973812,0.7207129238740212,0.0,0.7396995322037593,0.7088036939305982,-1.0497295426030904
93,0.0012022594977308195,3.5213117818176807,0.0,4.52010952231995,0.40540879812777675,4.067170275668242
94,1.7521275549453477,7.011260947263554,1.0,6.259133392318207,0.5006215777538547,3.774638433643984
95,0.8017196046627931,-0.9200834307340181,0.0,-0.7218030353968112,0.47563115443549664,0.4846900027266991
96,0.4864331374906298,-0.9835628348654138,1.0,-0.4699959723560436,0.6412577806772317,0.7628461714855739
97,1.7020690806136223,2.955079152949598,1.0,1.2530100723359756,0.7985468165483425,-0.4387404512030382
98,0.47816591997449054,-0.8599453695375447,1.0,-1.3381112895120353,0.9310738272423724,0.34897782878232764
99,0.572945896859521,-1.448997812707177,1.0,-1.021943709566698,0.3066874234837882,-0.048821704436198265
100,-0.183660651728736,-3.542451825658202,1.0,-3.358791173929466,0.7313333627828738,2.990475327927851
101,-0.12367498393004922,-0.5283488080428655,1.0,1.5953261758871837,0.4315310277441345,0.9340171201850701
102,0.6721098844750031,-1.9913707284570497,0.0,-2.6634806129320525,0.6816162140763906,-0.6553141780390395
103,0.343376949124284,-1.106789902728088,1.0,-1.450166851852372,0.2574987324427539,-0.4436650860749678
104,0.2794750181765889,2.8160535035774887,0.0,3.5365784854009,0.7671273475547251,-9.016224589388655
105,-2.270961067281251,-0.882210301474736,1.0,2.388750765806515,0.4179240018363918,2.3166271712906283
106,1.2162724340356184,6.697737918579827,1.0,7.481465484544209,0.8887030859804277,-4.797467912119979
107,-0.498709681703615,-3.315223981304765,1.0,-1.81651429960115,0.5079244520578021,0.7237596017057082
108,-0.6800105536842561,-0.2978706518060654,1.0,1.3821399018781908,0.4032749163899223,0.6635797328531445
109,1.784092624895981,4.142502357779708,0.0,2.3584097328837275,0.4636220405062733,3.0395563444732177
110,0.6506192165294147,1.1113264200208752,1.0,0.46070720349146055,0.2835195064046355,1.1191046816774555
111,-2.131454688145474,-1.0754012875107675,1.0,3.0560534006347067,0.238765062963994,3.8270431403856837
112,0.7373883048205917,0.7570995320035263,0.0,0.01971122718293461,0.3519438148295371,0.01953996520827521
113,1.7324747677342336,4.837923256610151,1.0,3.1054484888759175,0.4462282351643938,4.398566528071127
114,0.029883761136332385,1.7927767423868455,0.0,3.7628929812505127,0.9123869061853473,1.5259907267045005
115,0.7433319603546849,3.538911900980945,1.0,2.7955799406262605,0.805142590505599,-1.1634318077475774
116,0.1379639949875618,1.8766504193480549,1.0,1.7386864243604931,0.7348695007514099,-0.6600679597215702
117,2.8900552669962294,2.811439438281833,1.0,0.9213841712856037,0.684477473401317,1.5802907419864978
118,-2.339275464306433,-2.9349162708104157,0.0,-0.5956408065039827,0.38091776166012226,0.15253072433376486
119,0.7352953965399194,3.7250916605534456,0.0,3.9897962640135263,0.8122570548269058,-7.697072413232546
120,-0.5280787556629658,1.4398784635672568,1.0,1.9679572192302226,0.3506787665324962,2.021422707910326
121,-0.19515288624028224,1.4157975482277076,0.0,2.61095043446799,0.9076915010068659,3.6091481364230695
122,-0.24331369735689584,5.101561653463463,1.0,5.344875350820359,0.6220331853998622,10.550146610028607
123,1.6912091953140664,1.9564510377518807,1.0,2.2652418424378142,0.47087424205593603,-0.04050891895636277
124,0.8191377570429491,2.585221052050203,1.0,1.7660832950072538,0.7954937721357725,2.264959470209281
125,-0.4275073460366846,-2.0610984434711304,1.0,-1.6335910974344459,0.5896103820311938,0.9830087917590782
126,0.4402451284680279,2.7489261877775775,1.0,3.3086810593095497,0.5979017630217907,-5.101094391170996
127,-0.3515951329722817,-4.706808907266203,0.0,-3.3552137742939214,0.2642875056400039,0.8930124206474301
128,0.9775491325589395,-5.445339983513729,1.0,-5.422889116072668,0.6653150319613044,1.001247272874137
129,1.584636884873057,4.9784015647390785,1.0,3.3937646798660213,0.8671370768941035,1.6681271946213763
130,0.40791390212020956,5.099227249455537,1.0,6.691313347335328,0.3866120790989039,8.991230533581515
131,-0.16194396464592348,4.543877213042167,1.0,4.70582117768809,0.4916289773577285,4.250950587372141
132,1.1212537909916216,2.7580188917878994,0.0,1.6367651007962778,0.5961887968805065,-0.5176163680306682
133,0.6329339311887074,-2.161201076789434,1.0,-2.7941350079781415,0.8166905672612507,-5.131026867394523
134,-0.07044359346384634,2.7530463675419314,0.0,2.823489961005778,0.6430577936052521,0.39240247599864625
135,0.2414705824808987,3.390767367697329,1.0,3.14929678521643,0.6994837041136396,-2.0615902334792535
136,1.6778200377627566,3.3305568936121777,0.0,1.652736855849421,0.8083814211197242,-0.6099665848879096
